mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
1113728	1113728:303886:3095256 
11320	488241:1092:12637 211044:674:12796 335341:685:12835 11320:9596:12270 93838:985:12798 1332244:294:12368 130760:915:12706 
1923757	1923757:5146:6117 
66711	66711:9914:167336 
1203670	1203670:2054:2063013 
1554501	1554501:12319:15423 
1911587	1911587:3713395:4749286 
91890	91890:5450244:10220344 
91891	91891:1281245:31067151 
91892	91892:3327747:7016122 
1922533	1922533:7057:8755 
907240	907240:325872:1712270 
66712	66712:284391:2649067 
1673076	2033032:70:5099110 305:70:61972245 13690:16833:5532534 1673076:3202061:4601944 455432:70:8918341 
402880	402880:1194284:1788848 
431947	431947:1145:2354787 
1436889	1436889:52298:76085 
1084717	1084717:2890:5078 
61648	29484:352:9934511 575:1542:5889394 54291:70:40091732 61648:4074298:6165957 47917:51:18051200 548:70:26624894 
1084715	1084715:3288:5179 
61646	59201:70:49753078 29484:1321:9934511 57320:70:4217611 575:2153:5889394 54291:66:40091732 61646:6078350:9085532 47917:261:18051200 548:165:26624894 
225992	225992:2666164:3547816 1851544:158:4848002 575:20:5889394 
225991	225991:2752223:3726018 1411902:70:3956004 1851544:280:4848002 
61645	2033032:70:5099110 575:1329:5889394 54291:1574:40091732 1421338:595436:4561806 47917:70:18051200 548:240:26624894 61645:2418779:9836483 640513:3276:5011835 
675864	475662:70:4052931 1851544:70:4848002 675864:3428030:4461589 455432:140:8918341 
572290	572290:20314:26297 
563122	563122:3993:58455 
1124654	562:140:1357174161 1124654:8070:44623 
1124655	1124655:670:60424 
1931369	1931369:8236:10041 
1454227	1454227:854:1266 
370526	92644:140:10744033 370526:4377024:5987732 455432:1071:8918341 
1094892	1094892:989449:1258854 
370524	370524:1448963:6036918 455432:280:8918341 
1519408	1519408:1379:2031 
1219076	1219076:668991:5146439 670:1789:77637105 
457570	457570:2490696:3191156 
206160	206160:9856:12191 
213462	56780:36:3179201 335543:108:4990152 880072:134:3282437 
1649239	1649239:4324:32576 
1788294	1788294:17461:38880 
1827144	1827144:2422061:3123364 
1827146	1827146:174589:5036532 
1923639	1923639:10464:12561 
1391224	1391224:37979:167219 
642022	642022:8641:11881 
1403336	1403336:328384:2372393 
1391223	1391223:28449:71679 
1923631	1923631:8151:10757 
1923630	1923630:5373:7297 
1923633	1923633:7784:10374 
1923632	1923632:6923:9482 
1923635	1923635:7120:9451 
1923634	1923634:6030:8136 
1923637	1923637:6845:9067 
1923636	1923636:6934:8817 
262698	262698:3764:3286247 
755178	755178:3260790:4176775 
243365	1571470:70:6284241 13690:70:5532534 243365:3343430:4750981 475662:70:4052931 2033032:70:5099110 2033033:70:4615500 1851544:70:4848002 
1954171	1954171:6666788:8878430 
1125653	1125653:235:38585 
1267562	1571470:70:6284241 1267562:4007550:5578545 475662:147:4052931 305:780:61972245 455432:70:8918341 1851544:521:4848002 1411902:70:3956004 358:70:16868268 
1536611	1536611:11318:38547 
1327938	1327938:2075:156459 
485241	485241:5762:6921 
1330043	1330043:294197:5873394 
202752	1639:140:220518428 202752:3603638:6038329 
981540	981540:894713:2099978 
10813	10840:22:2894 1987360:70:2872 46448:72:2981 873160:55:2966 
10812	57119:120:2462 1919062:63:2658 463360:154:2485 496807:19:2647 887825:122:2483 1072672:166:2717 1196237:107:2717 1196236:15:2707 10836:2:2659 10830:77:2481 520848:36:2637 
10811	123735:21:2674 260378:70:2687 223316:70:4994 392761:70:2663 486809:34:5248 55216:1:4932 266799:70:5306 1266994:20:2572 1904882:61:5151 223308:21:4888 49267:80:2762 1392388:64:2735 908124:25:2624 1602199:5:2562 75574:55:5000 169865:18:5025 390442:45:2646 1633752:73:2833 859650:12:2882 
397945	1571470:70:6284241 397945:13397:5352673 
10817	10817:4141:5305 
10815	10815:3325:5019 
10814	223358:197:4868 1742596:127:2601 1742595:49:5090 1742594:112:5015 223356:258:5008 676044:408:2641 999288:668:2683 1266994:201:2572 161378:1015:5268 1266995:276:2550 83839:234:2645 509532:1061:5264 71186:162:4975 509531:836:2641 223352:294:2657 229634:1143:2621 911574:639:2655 163654:920:2287 551531:1008:2668 1884991:61:2643 223324:205:4992 302100:150:2669 223321:991:5007 429564:194:5017 223282:222:4988 223284:389:5049 223287:177:5111 165826:302:5102 191460:409:2569 191463:480:2562 486809:53:5248 379728:353:2685 652717:326:2681 652718:1389:2708 452758:86:2656 196093:120:2640 1825931:978:2649 390439:45:2662 390438:91:5295 270117:577:2647 390437:62:5205 390436:70:5128 508750:906:2641 671095:916:2645 51336:164:4898 1317107:284:2673 1046571:934:5094 1046572:528:5084 1046573:76:5190 997078:457:2666 403897:683:4904 1195378:185:4836 1955054:75:2685 202568:282:2650 85752:494:5290 85753:663:2638 202567:937:2669 1737555:279:4974 293284:20:5217 693894:634:2709 390442:764:2646 390443:433:2652 390440:376:2658 390441:264:2654 674996:1486:2649 714310:310:2542 225752:960:2674 333968:91:5296 425303:103:2643 667119:104:5192 1288829:1123:2649 1335768:305:2655 1605995:163:2687 1489311:838:2686 1489312:239:2732 400835:473:2645 913600:434:2637 1227357:760:4965 290090:385:2652 1227356:270:5016 240865:401:2685 1740165:555:2660 222441:1209:2635 128941:357:2667 92963:342:2494 75574:288:5000 298650:1365:2636 208177:789:2646 336987:455:4978 536081:98:5102 591160:1142:2658 536086:376:5173 10835:403:4947 912033:505:2693 10831:110:4898 10832:1227:2682 10839:476:4999 10838:572:4993 908028:965:2640 1912344:1105:2639 501328:758:2704 310103:75:2647 420684:568:2625 31602:50:4977 31600:1270:5262 681518:298:2492 536084:213:4860 1931111:489:2639 1333313:570:2643 1392388:361:2735 100755:1465:2729 940846:638:2700 932071:254:5201 932070:280:5118 932073:102:4998 120168:902:2642 435646:978:2657 563180:355:2658 33726:41:5200 1498504:835:2654 1391746:389:2676 211866:1193:2651 300411:279:2641 1233675:284:2663 199587:623:2656 929769:626:5001 994388:404:2683 929766:459:4952 219744:556:2683 223334:497:2661 223337:423:2668 223332:332:2662 664980:765:2649 1899219:1021:2650 1925153:70:2692 620894:1366:2660 875324:533:2641 875323:309:2642 263793:376:5207 420255:255:2654 871521:544:4988 1383052:26:2726 1051966:348:5127 575917:587:2653 260909:90:4920 260908:208:4887 938276:861:2663 1738045:177:2655 507475:628:2651 507474:197:2624 507476:839:2631 1513489:575:5255 759390:535:4986 53260:1026:2647 172278:567:2655 325111:37:2659 1602199:109:2562 401040:370:2693 337823:181:2658 51034:813:5029 714309:291:5027 158463:1270:4966 367061:254:2646 858517:122:2467 117198:227:4957 619631:809:2665 944994:775:2651 983437:216:5001 222475:643:2632 223275:1084:5350 94700:125:5006 1384631:791:2661 519015:227:2648 228897:389:5133 1088661:621:2652 1874886:155:2660 123735:971:2674 222459:880:2665 309390:795:2662 1432565:753:2654 222450:70:2688 222456:1051:2645 409287:974:2653 1632184:1576:2657 220932:1461:2660 10827:873:4942 908127:1306:2625 908124:1116:2624 10829:268:5012 229636:802:2639 371401:379:2669 649996:325:5021 365523:363:5040 688540:1285:2725 548915:705:2695 598494:84:6221 559878:167:5317 28350:228:2667 134681:164:5034 227137:949:2640 619599:464:5115 912034:1158:2665 408719:963:4999 361731:192:4885 457286:467:4910 377610:293:2668 1076345:446:2622 653358:540:2692 714308:488:4964 614034:557:2685 134599:1325:4996 1547577:180:2636 1611435:24:5206 220340:250:5034 565052:466:4956 44560:1914:5293 1225069:9:2624 223308:409:4888 223301:65:4894 1162280:106:5137 185793:348:2635 223307:561:4928 1915203:138:2514 172391:327:4997 172394:149:2533 169865:168:5025 260378:182:2687 260379:61:2674 222464:1867:2649 260377:493:2697 1129035:279:2557 1129034:286:2561 1129033:127:4999 1129032:160:2576 79236:70:5253 1297645:17:2644 240492:76:2507 223305:886:2654 1311277:172:5010 220608:477:2650 1200970:246:2642 207697:1317:2658 971271:791:2641 1124577:354:4970 417288:435:2646 77813:228:4851 1170656:313:2677 1504732:479:2611 266799:35:5306 329290:550:2646 1350389:477:2667 290030:1392:2648 1532882:59:5242 648801:66:5118 604276:905:2672 360579:1308:2629 180587:432:2658 1303385:715:2662 574890:907:2715 1221206:283:5010 86502:141:4923 223264:895:5360 223262:198:5314 223344:946:2662 223345:399:2649 223346:398:2655 223347:516:5237 55216:202:4932 223342:121:4974 1774200:123:2643 935473:11:5208 367850:413:4984 666144:49:5188 665102:705:5073 222079:320:2649 186637:134:2667 437063:978:2657 10817:187:5305 10815:582:5019 51676:311:4960 51673:380:5002 579113:531:2675 1633139:494:2638 63723:852:5362 271479:660:2612 47838:535:5015 67762:331:2663 1906668:379:5015 1093958:593:5024 508748:756:2638 307110:324:2652 377609:1338:2653 392761:144:2663 884612:638:2648 327280:557:4996 693892:519:2724 53010:1050:2654 207240:393:5257 407837:225:2657 1266977:472:2577 1859135:61:5173 232380:1417:2664 996311:150:2678 1812308:119:5263 1513528:338:2682 1246650:155:5087 269277:530:5246 269275:440:5257 393599:1185:5375 1904884:70:2522 1227355:725:4965 1227354:486:5046 1904881:430:5032 1904880:167:2537 1904883:88:4947 1904882:97:5151 526476:165:5283 223316:781:4994 223313:308:4994 377462:585:2629 223259:1354:2655 223252:1250:2652 498805:133:2626 180526:1130:2644 180399:78:5037 2020881:358:2647 1678003:543:2645 222474:546:2615 1329381:756:2645 1329380:1052:2640 62079:1515:5378 341711:526:2660 1125764:303:5312 1507006:286:2679 77647:200:4982 96054:257:2656 292477:45:5278 219299:858:5247 1266458:224:4895 1241370:652:2689 713949:939:2664 1827003:396:2738 263001:335:2653 2021666:297:5026 2021667:10:2530 188333:1427:2647 642493:541:2644 905054:524:2608 297249:515:2645 270140:605:2664 270146:561:2680 1266993:1031:2565 932069:317:5150 
1089120	1089120:2143:56362 
397948	397948:1629030:2077468 
1923357	1923357:6734:8673 
579113	579113:1356:2675 
536474	536474:132816:178708 
570	272620:1456484:5694300 573:160818525:628984566 475662:70:4052931 571:16463837:46308157 2033032:345:5099110 2033033:69:4615500 575:53644:5889394 1328324:1395626:6131849 1392499:1381881:5340940 54291:27921:40091732 1851544:140:4848002 72407:26458970:94493035 507522:3519390:5919960 1905288:3989694:6790102 636:223:7340572 59201:1810:49753078 1193292:1419420:5386606 1308980:3828431:5914308 2026240:1575978:5946310 1284802:1431682:5662622 1125630:1413881:5681598 1284804:1418881:5523380 1420013:1442533:5416669 1420012:1409117:5540280 1304922:1427860:5547148 1463165:6671178:10603099 1094170:1447337:5767426 548:1329298:26624894 1365186:1412149:5375469 1244085:1383443:5166758 585:210:7756773 1225181:1449972:5734168 455432:70:8918341 1134687:12105414:24254476 1191061:3939546:6561381 1392500:1400190:5329286 562:2048:1357174161 305:40:61972245 1934254:3429624:5800039 861365:1260377:5378475 484021:1431794:5472474 1406314:1421433:5811809 1328325:1410710:5436488 1028307:261057:5280220 244366:21388099:34047149 1333852:4005689:6684502 1087440:1447385:5766219 640131:3470116:5458406 1284798:1456863:5710292 935296:293182:5590808 1123862:1428815:5739195 1006551:3876124:5973979 29484:864:9934511 1049565:1411808:5462035 1380908:1425144:5602877 47917:720:18051200 1929246:70:1622296 358:70:16868268 
515177	234601:82:7359 290314:91:7346 
937774	937774:35670:1695761 
937777	937777:3522102:4513417 
937773	937773:180112:2617220 
857288	857288:189:202 
563174	563174:1265:2979099 
1756285	1756285:3315:4583 
1811193	1811193:1748649:2241203 
563178	563178:210:642023 
1406864	2151:98704:1627040 1406864:278769:825725 
431894	431894:13826:37347 
119977	243159:47356:2982298 160808:52310:3455266 380394:53670:2884939 637389:4002:2986032 743299:46928:3207453 990288:10807:3237104 
1236402	1236402:4062:5250 
1168478	1168478:10515:35601 
697046	1616117:70:9611775 2033032:98385:5099110 2033033:17640:4615500 697046:1970473:4934847 
1249649	1249649:1118:1380 
1249648	1249648:1912:2551 
1890365	1890365:7315:9679 
1172985	1172985:8181:10629 
1429244	1429244:634949:6019783 
994484	994484:367594:6843149 2018067:70:6499265 
909210	909210:23547:31868 
499556	499556:8382:10266 
499555	499555:2775747:3607793 455432:156:8918341 
990304	990304:5716:7497 
990303	990303:6473:7909 
1262452	92644:523:10744033 1262452:5233508:10338088 1616117:1310:9611775 455432:129:8918341 
1321370	1321370:311:2839660 
1262456	1262456:25766:5804294 
305677	305677:3850:4987 
1896196	1896196:2248195:2979158 13690:421:5532534 
305674	305674:127552:166160 
79967	29484:70:9934511 644651:1297537:4043326 2033032:69:5099110 575:26:5889394 634499:1294443:4072351 54291:76:40091732 
1734439	1734439:11922:15629 
334856	334856:4914:6808 
1851	455432:70:8918341 471857:62912:4308250 882081:168583:4751403 882082:243211:5407682 882083:15490:5964584 928724:239284:4562740 
1854	106370:44491:5433529 298654:21480:8815682 656024:26488:5340692 455432:140:8918341 326424:448730:7497835 92644:21:10744033 1616117:140:9611775 710111:453377:7575222 298653:40718:8981943 
2172	230361:13421:2543439 1609968:12653:2273197 634498:11426:2937104 420247:9388:1853061 294671:11086:2201093 224719:2926:1998090 
1204539	1204539:96682:121925 
1072177	1072177:820:1278 
1955558	1955558:291050:376108 
1732178	1732178:36861:49543 
2175	2177:116975:2022860 547558:114262:2012325 
1732176	1732176:14570:19031 
1732177	1732177:45031:59860 
1732174	1732174:22474:28390 
1204533	1204533:114712:149745 
167132	167132:4644:5895 
1204535	1204535:17250:31575 
1204537	1204537:74845:215611 
1690816	1690816:998:1262 
1690817	1690817:14291:43051 
1690815	92644:70:10744033 1616117:70:9611775 1690815:4723689:6680154 455432:424:8918341 
1206557	1206557:89652:122597 
1173766	1173766:14443:135182 
1206559	1206559:33261:41951 
1173764	1173764:13308:132949 
1027253	1027253:3440:5720 
1737522	1737522:3922:4933 
1737523	1737523:3510:4925 
1690818	1690818:27459:60835 
1173761	1173761:34854:72295 
1534110	1534110:3178918:6427765 475662:70:4052931 2033032:70:5099110 2018067:670:6499265 
84292	1571470:70:6284241 1616117:140:9611775 84292:2402982:3168234 
1751294	92644:113:10744033 475662:70:4052931 1616117:4777:9611775 1751294:5619678:8047672 455432:211:8918341 
10804	10804:1962:4580 
373994	373994:6741667:8728476 
702736	702736:18320:22848 
1937004	1937004:1118906:1430110 
419475	1571470:133:6284241 1411902:14:3956004 419475:2348014:4992607 358:78:16868268 
933	717773:9826:1932356 717772:9837:2158260 
419479	419479:5732326:7716401 1616117:140:9611775 455432:70:8918341 
1426	634956:335962:3993496 1136178:370106:3736182 1426:2150264:11881685 
1572754	1572754:19320:40378 
53336	1929246:70:1622296 636:67:7340572 29484:297:9934511 575:140:5889394 53336:6915346:8981837 47917:56:18051200 
53335	706191:88724:4703274 1076550:121093:4327508 1235990:60:2347428 1095774:94022:4866933 592316:46619:6312189 2033032:70:5099110 932677:89746:4877081 660596:102339:5312904 575:576:5889394 1123863:90792:4907946 29484:480:9934511 1891675:53360:4316103 712898:1285113:4887849 54291:67:40091732 470934:115651:4313165 553:183225:10005499 1484157:65819:4966749 1484158:38178:4409990 47917:133:18051200 548:51:26624894 549:1476197:9923262 
297245	297245:10460:3402516 
1234679	1234679:2813420:3650317 
1126681	1126681:396524:5177867 
70775	70775:595052:6233155 
1418107	1418107:846:5021946 
54315	54315:9514:12156 
292792	292792:6382:8002 
198251	1388755:2871:1320550 1977865:1882:1378706 1977864:2557:1199891 1002672:487:1284628 335992:2336:1308660 
71421	71421:15698:1826947 
395095	395095:2631:4408125 
445686	445686:181979:232779 
445685	445685:131116:176085 
445684	445684:130670:175131 
445683	445683:137194:179464 
371730	10752:60:70054 1173762:58:71999 1173761:70:72295 
1494074	1494074:1793:2431 
658600	658600:18089:1086436 
75906	75906:1189418:1520938 
1435057	1435057:1511:5624755 
1435056	1435056:260697:2272395 358:70:16868268 
1311277	1311277:3997:5010 
1472911	1472911:4498:6049 
651142	1603555:81:1620057 1410606:2:1232029 
699180	341721:112:22256 1567404:78:22279 
1472912	1472912:64626:82339 
40122	125788:83:4979 1469956:173:4907 1221208:70:4954 180586:390:4903 1217821:80:4913 
1783270	518766:49:3386539 1354240:23:2234378 996:136:12853483 762570:11:3333825 1379270:51:4716453 878220:9:5503644 516051:16:3274160 1411621:47:4868753 655815:70:5128088 862962:33:5373022 1019:70:9028213 295405:33:5310792 1041826:22:3162333 1779382:70:4653123 817:99:15372929 929713:18:4697244 290315:46:2763082 272559:33:5241502 1562970:65:2808827 866536:12:4196496 379066:129:4636865 1936081:17:3752737 760192:59:8771255 34085:38:6741283 209053:8:3412587 59374:362:7685441 1836467:33:4271059 309807:7:3587130 246787:12:7084729 1227739:48:5251674 1379909:24:4143639 1352940:58:3938868 
655307	655307:1794478:2371813 1411902:64:3956004 853:70:2868833 
83560	243161:821866:1079698 1460373:822440:1072853 658600:760938:1086436 83560:2468011:3218558 1434773:822623:1072853 1434770:822621:1072852 
549779	1128151:600886:1166680 1094892:442:1258854 1269028:211:1021249 212035:604255:1181419 
671095	671095:1068:2645 
157782	1571470:70:6284241 157782:6483981:9778204 475662:210:4052931 2033032:49:5099110 2018067:351:6499265 1851544:152:4848002 548:70:26624894 
157783	47917:49:18051200 2018067:193:6499265 475662:70:4052931 157783:3419367:4780304 2033033:70:4615500 
1499392	1938604:6378:3962141 1906741:3859:3788715 243365:25865:4750981 557598:7629:3169230 1108595:20015:5041131 2033032:22:5099110 1192162:27279:4145515 748280:28483:4332896 168471:8580:3424173 
764030	764030:36332:45381 
169683	169683:221069:280235 
1610872	1610872:26487:41744 
169687	169687:1087:1252 
756499	756499:3294516:4321654 853:70:2868833 
1849543	1849543:3488:4125 
1089119	1089119:4701:110470 
11232	11232:12019:15591 
